timestamp,sampling_rate,frame_length_in_s,frame_step_in_s,num_mel_bins,lower_frequency,upper_frequency,batch_size,learning_rate,end_learning_rate,epochs,test_accuracy
1734448228,16000,0.008,0.002,40,20,4000,20,0.01,1e-05,20,0.5249999761581421
1734448289,16000,0.008,0.002,40,20,4000,20,0.01,1e-05,20,0.5249999761581421
1734449126,16000,0.008,0.002,40,20,4000,20,0.01,1e-05,20,"[0.25, 0.5, 0.75]",0.6100000143051147
1734449429,16000,0.008,0.002,40,20,4000,20,0.01,1e-05,20,"[0.25, 0.5, 0.75]",0.7799999713897705
1734449628,16000,0.008,0.002,40,20,4000,20,0.01,1e-05,20,"[0.25, 0.5, 0.75]",0.5950000286102295
1734449808,16000,0.008,0.002,40,20,4000,20,0.01,1e-05,20,"[0.25, 0.5, 0.75]",0.875
1734450236,16000,0.008,0.002,40,20,4000,20,0.01,1e-05,20,"[0.25, 0.5, 0.75]",0.8349999785423279
1734450760,16000,0.008,0.002,64,0,8000,20,0.01,1e-05,20,"[0.25, 0.5, 0.75]",0.6150000095367432
1734451382,16000,0.008,0.002,64,20,4000,20,0.01,1e-05,20,"[0.25, 0.5, 0.75]",0.7599999904632568
1734453404,16000,0.008,0.002,32,50,5000,20,0.01,1e-05,20,"[0.25, 0.5, 0.75]",0.5
1734453848,16000,0.008,0.002,32,50,6000,20,0.01,1e-05,20,"[0.25, 0.5, 0.75]",0.5
1734453919,16000,0.008,0.002,32,50,6000,20,0.001,1e-05,20,"[0.25, 0.5, 0.75]",0.6899999976158142
1734453968,16000,0.008,0.002,32,50,6000,20,0.001,1e-05,20,"[0.25, 0.5, 0.75]",0.7850000262260437
1734454042,16000,0.008,0.002,32,50,6000,20,0.001,1e-05,20,"[0.25, 0.5, 0.75]",0.7799999713897705
1734454341,16000,0.008,0.002,40,30,6000,20,0.001,1e-05,20,"[0.25, 0.5, 0.75]",0.9100000262260437
1734454836,16000,0.008,0.002,40,30,6000,20,20,0.001,1e-05,20,"[0.25, 0.5, 0.75]",0.6899999976158142
1734455164,16000,0.008,0.002,40,30,6000,30,20,0.001,1e-05,20,"[0.25, 0.5, 0.75]",0.6850000023841858
1734455639,16000,0.008,0.002,40,30,6000,20,0.001,1e-05,20,"[0.25, 0.5, 0.75]",0.6100000143051147
1734455784,16000,0.008,0.002,40,30,6000,20,0.01,1e-05,20,"[0.25, 0.5, 0.75]",0.7149999737739563
1734456339,16000,0.008,0.002,40,30,6000,20,0.01,0.0001,20,"[0.25, 0.5, 0.75]",0.6899999976158142
1734456860,16000,0.008,0.002,40,30,6000,20,0.01,1e-05,20,"[0.25, 0.5, 0.75]",0.9150000214576721
1734457170,16000,0.008,0.002,40,30,6000,20,0.01,1e-05,30,"[0.25, 0.5, 0.75]",0.949999988079071
1734457483,16000,0.008,0.002,40,30,6000,15,0.01,1e-05,40,"[0.25, 0.5, 0.75]",0.6000000238418579
1734457811,16000,0.008,0.002,40,30,6000,30,0.01,1e-05,40,"[0.25, 0.5, 0.75]",0.9399999976158142
1734458049,16000,0.008,0.002,40,30,6000,30,0.01,0.002,40,"[0.25, 0.5, 0.75]",0.7049999833106995
1734458769,16000,0.008,0.002,40,30,6000,30,0.01,0.002,40,"[0.25, 0.5, 0.75]",0.699999988079071
